"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count"
"2";"99";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"Too soon :'(";"2022-09-28T18:00:39+0000";"1";"0"
"2";"100";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"🥱";"2022-09-28T18:01:38+0000";"1";"0"
"2";"101";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"There will be extended sections on the coins to the left and right in order to accomodate his ears.";"2022-09-28T18:02:49+0000";"1";"0"
"2";"102";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"Rui Machado No, it should be Meghan";"2022-09-28T18:03:14+0000";"1";"0"
"2";"103";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"Please put Meghan on the coins.";"2022-09-28T18:03:35+0000";"1";"0"
"2";"104";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"Максим Минаков";"2022-09-28T18:22:40+0000";"1";"0"
"2";"105";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"should make it a standard to all countries under england's flag ...";"2022-09-28T18:46:56+0000";"1";"0"
"2";"106";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"Hope Canadian Royal Mint follows suit soon";"2022-09-28T18:47:25+0000";"1";"0"
"2";"107";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"We’ll never get to see or touch one if they keep putting CPI etc up…";"2022-09-28T19:24:49+0000";"1";"0"
"2";"108";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"Check it out: https://bit.ly/3DFSDbp";"2022-09-28T19:42:38+0000";"1";"0"
"2";"109";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"This still feels unreal …. King Charles is king but his backstory doesn’t make me respect him honestly";"2022-09-28T19:57:37+0000";"2";"0"
"2";"110";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"are we really bothered";"2022-09-28T20:03:59+0000";"1";"0"
"2";"111";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"Leah Pressman how weird we were just talking about it earlier";"2022-09-28T20:18:28+0000";"2";"0"
"2";"112";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"Is queen Charles going to in the Canadian currency, I sure hope not";"2022-09-28T20:23:15+0000";"1";"0"
"2";"113";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"They shouldn't have bothered with the tax payer expense... they won't last very long and they will be changed again 🙄";"2022-09-28T20:46:57+0000";"0";"0"
"2";"114";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"Why wasting money now, times are difficult....?!";"2022-09-28T21:03:09+0000";"0";"0"
"2";"115";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"المفروض ان تصدر حكومة المرتزقة الدولية نقود لقادة المليشيات المسلحة وأعضاء البرلمان والوزراء ... وخاصة وزيرة الشئون الاجتماعية  لأنها حادثة ناذرة في عالم السياسة ... لا تنسوا المفتي ومخرب مصرف ليبيا المركزي والقائد العام  لقوات الشرق ... نافسوا بها العملة التي تحمل اسم الملك  King Charles III  ...  ???";"2022-09-28T21:06:59+0000";"0";"0"
"2";"116";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"that poor face needs a hug....nothing else just a hug";"2022-09-28T21:17:07+0000";"0";"0"
"2";"117";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"Crown is an illegal city state named the CITY OF LONDON CORPORATION";"2022-09-28T21:38:04+0000";"0";"0"
"2";"118";"11";"1143803202301544_630591745095111";"data";"data.*";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"Boooooo";"2022-09-28T22:08:23+0000";"0";"0"
"2";"119";"11";"1143803202301544_630591745095111";"offcut";"";"fetched (200)";"2022-09-29 15:28:56.820236";"Facebook:/<post-id>/comments";"";"";"";""
"2";"120";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"Beautiful​ photo​";"2022-09-28T16:31:32+0000";"0";"0"
"2";"121";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"RIP her majesty";"2022-09-28T16:34:20+0000";"0";"0"
"2";"122";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"Raphaela Hais";"2022-09-28T16:35:16+0000";"0";"0"
"2";"123";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"😍🐿️";"2022-09-28T16:43:13+0000";"0";"0"
"2";"124";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"Al-viiin!";"2022-09-28T16:46:51+0000";"1";"0"
"2";"125";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"Brooke Walker 🤣";"2022-09-28T16:49:45+0000";"0";"0"
"2";"126";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"Wow.....💓";"2022-09-28T16:55:10+0000";"1";"0"
"2";"127";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"Alen Kikić 😀";"2022-09-28T17:12:18+0000";"0";"0"
"2";"128";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"Hmmm😹";"2022-09-28T17:44:56+0000";"0";"0"
"2";"129";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"Something I will ever hate BBC for for all my life is to ask you about hearing voices in head if you ever heard of it and you sent me something but for now it's something different. Telepathy oh my God BBC what's your goal. Giving people real news or something different?";"2022-09-28T18:21:37+0000";"0";"0"
"2";"130";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"saygılar";"2022-09-28T19:02:34+0000";"0";"0"
"2";"131";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"Absolutely amazing";"2022-09-28T20:38:27+0000";"0";"0"
"2";"132";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"Привет😺";"2022-09-28T22:25:42+0000";"0";"0"
"2";"133";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"So adorable!❤️";"2022-09-28T23:20:56+0000";"0";"0"
"2";"134";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"So adorable!❤️";"2022-09-29T02:33:30+0000";"0";"0"
"2";"135";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"Wowwwww";"2022-09-29T02:39:13+0000";"0";"0"
"2";"136";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"Alvin?";"2022-09-29T05:18:07+0000";"0";"0"
"2";"137";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"Wymo";"2022-09-29T06:25:32+0000";"0";"0"
"2";"138";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"Wowww ❤️🔥";"2022-09-29T08:07:55+0000";"0";"0"
"2";"139";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"https://www.facebook.com/100054330440148/posts/597830768704599/?app=fbl";"2022-09-29T08:24:24+0000";"0";"0"
"2";"140";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"Well designed for its environment.";"2022-09-29T10:56:51+0000";"0";"0"
"2";"141";"12";"1143803202301544_630591065095179";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"Is it a bird is it a plane no it’s super mink!";"2022-09-29T13:22:19+0000";"0";"0"
"2";"142";"12";"1143803202301544_630591065095179";"offcut";"";"fetched (200)";"2022-09-29 15:28:57.147469";"Facebook:/<post-id>/comments";"";"";"";""
"2";"143";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"Danny 'Toast' Williams";"2022-09-28T15:42:17+0000";"0";"0"
"2";"144";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"Oliver Quinn tin chuẩn ko ô";"2022-09-28T15:54:56+0000";"0";"0"
"2";"145";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"God  bless you both";"2022-09-28T16:00:13+0000";"0";"0"
"2";"146";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"Awesome!!!!!!!";"2022-09-28T16:04:40+0000";"0";"0"
"2";"147";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"";"2022-09-28T16:06:19+0000";"0";"0"
"2";"148";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"He looks much better as a Wolverine.";"2022-09-28T17:02:59+0000";"0";"0"
"2";"149";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"Can't wait....";"2022-09-28T17:33:56+0000";"0";"0"
"2";"150";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"Alex Russell";"2022-09-28T17:58:08+0000";"1";"0"
"2";"151";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"William Schweer";"2022-09-28T18:24:29+0000";"0";"0"
"2";"152";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"Hurray ...";"2022-09-28T18:30:58+0000";"0";"0"
"2";"153";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"🇦🇿🪓✖️";"2022-09-28T18:50:39+0000";"0";"0"
"2";"154";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"🇹🇷🪓✖️";"2022-09-28T18:50:43+0000";"0";"0"
"2";"155";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"🇦🇲🕊🇦🇲";"2022-09-28T18:50:47+0000";"0";"0"
"2";"156";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"Marc-André Lussier";"2022-09-28T19:48:59+0000";"1";"0"
"2";"157";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"So cool, because he's not just asking Hugh to appear in front of the camera and act some lines, he's asking Jackman for three to six months of living in the gym and eating grilled chicken and water...";"2022-09-28T20:44:43+0000";"0";"0"
"2";"158";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"love to see them together again!";"2022-09-28T21:41:26+0000";"0";"0"
"2";"159";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"Fabulous news,  can't wait ❤❤ xx";"2022-09-28T21:52:36+0000";"0";"0"
"2";"160";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"Fabulous news,  can't wait ❤❤ xx";"2022-09-28T21:53:27+0000";"0";"0"
"2";"161";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"Cố phát nữa đi anh Hugh Jackman";"2022-09-29T02:00:17+0000";"0";"0"
"2";"162";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"Can he be as fully regenerative as before? Will it be a cameo or a full script appearance? Did Deadpool complete his training? Are we going to see shameless gin adverts? Is there a new love interest or is it too soon? Does Deadpool meet death? Any mentions to Harvey Weinstein/Epstein/the Queen/Trump/Covid? Who's the villain?";"2022-09-29T04:59:41+0000";"0";"0"
"2";"163";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"I'm not offering you millions of dollars,but I will teach you how to make minimum of $5000 within 12hours with your cellphone or your laptop,if interested kindly download telegram app and click on the link below to join the legit  platform 👇👇👇👇👇👇👇👇👇👇👇👇 https://t.me/+xgGIJzhz5Jc1YWVk https://t.me/+xgGIJzhz5Jc1YWVk https://t.me/+xgGIJzhz5Jc1YWVk https://t.me/+xgGIJzhz5Jc1YWVk https://t.me/+xgGIJzhz5Jc1YWVk";"2022-09-29T06:44:49+0000";"0";"0"
"2";"164";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"Imagine if we just would have been surprised by it. 🤷🏼‍♂️";"2022-09-29T07:12:43+0000";"0";"0"
"2";"165";"13";"1143803202301544_630825938405025";"data";"data.*";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"Anton Cross";"2022-09-29T10:08:19+0000";"0";"0"
"2";"166";"13";"1143803202301544_630825938405025";"offcut";"";"fetched (200)";"2022-09-29 15:28:57.472433";"Facebook:/<post-id>/comments";"";"";"";""
"2";"167";"14";"1143803202301544_630590238428595";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.032944";"Facebook:/<post-id>/comments";"It depends what you read,";"2022-09-28T15:39:46+0000";"0";"0"
"2";"168";"14";"1143803202301544_630590238428595";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.032944";"Facebook:/<post-id>/comments";"Jenni Fajvan";"2022-09-28T15:45:58+0000";"0";"0"
"2";"169";"14";"1143803202301544_630590238428595";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.032944";"Facebook:/<post-id>/comments";"SURVIVAL OF THE FITTEST IS STILL BIOLOGY";"2022-09-28T15:50:41+0000";"0";"0"
"2";"170";"14";"1143803202301544_630590238428595";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.032944";"Facebook:/<post-id>/comments";"She was complicated, and most people are simple-minded.";"2022-09-28T16:12:48+0000";"2";"0"
"2";"171";"14";"1143803202301544_630590238428595";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.032944";"Facebook:/<post-id>/comments";"Marilyn Monroe was no ‘dumb blonde’. She was an avid reader with an extensive personal library, and embraced radical left-wing politics throughout her short life, which was terminated by agents of the State when she threatened to expose secrets she had learned through her affairs with the Kennedy brothers. https://mpbondblog.wordpress.com/2019/08/02/red-marilyn/";"2022-09-28T18:41:23+0000";"0";"0"
"2";"172";"14";"1143803202301544_630590238428595";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.032944";"Facebook:/<post-id>/comments";"";"2022-09-28T19:32:28+0000";"0";"0"
"2";"173";"14";"1143803202301544_630590238428595";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.032944";"Facebook:/<post-id>/comments";"God bless you";"2022-09-29T00:01:02+0000";"0";"0"
"2";"174";"14";"1143803202301544_630590238428595";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.032944";"Facebook:/<post-id>/comments";"She was beautiful. Not a great actress by no means. Very sad story her life. 😞🙏♥️";"2022-09-29T02:18:44+0000";"1";"0"
"2";"175";"14";"1143803202301544_630590238428595";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.032944";"Facebook:/<post-id>/comments";"Yes she was beautiful looking woman but I didn't enjoy her movies as she couldn't act but never the less,she was a famous movie star and died at a young age of 36";"2022-09-29T04:30:02+0000";"0";"0"
"2";"176";"14";"1143803202301544_630590238428595";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.032944";"Facebook:/<post-id>/comments";"Definitely a sexy woman to look at though her acting left much to be desired as she couldn't act";"2022-09-29T05:28:01+0000";"0";"0"
"2";"177";"14";"1143803202301544_630590238428595";"offcut";"";"fetched (200)";"2022-09-29 15:28:58.032944";"Facebook:/<post-id>/comments";"";"";"";""
"2";"178";"15";"1143803202301544_630621098425509";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.214134";"Facebook:/<post-id>/comments";"Watch Bloodlands on iPlayer";"2022-09-28T10:08:03+0000";"1";"1"
"2";"179";"15";"1143803202301544_630621098425509";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.214134";"Facebook:/<post-id>/comments";"Usman Naazir  Ohhhhhh";"2022-09-28T15:04:29+0000";"0";"0"
"2";"180";"15";"1143803202301544_630621098425509";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.214134";"Facebook:/<post-id>/comments";"Now you're posting memes 😆";"2022-09-28T15:07:06+0000";"0";"0"
"2";"181";"15";"1143803202301544_630621098425509";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.214134";"Facebook:/<post-id>/comments";"😂👍🏻👏🏻";"2022-09-28T15:18:18+0000";"0";"0"
"2";"182";"15";"1143803202301544_630621098425509";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.214134";"Facebook:/<post-id>/comments";"BBC Apple App Store?";"2022-09-28T15:39:09+0000";"0";"0"
"2";"183";"15";"1143803202301544_630621098425509";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.214134";"Facebook:/<post-id>/comments";"His fellow detectives are slow on the uptake if you ask me. The breakaway at the safe house was laughable. Still watch it though I need some closure on Goliath.😜";"2022-09-28T16:02:14+0000";"0";"0"
"2";"184";"15";"1143803202301544_630621098425509";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.214134";"Facebook:/<post-id>/comments";"Nowadays they even send phone pop-up verifications.. at some point they rejected my verification because they claimed devices were not using the same WiFi 🤦🏽";"2022-09-28T17:13:48+0000";"0";"0"
"2";"185";"15";"1143803202301544_630621098425509";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.214134";"Facebook:/<post-id>/comments";"Gets hacked and they are checking, each other, that the lettering on their uniform is right!";"2022-09-28T17:21:15+0000";"0";"0"
"2";"186";"15";"1143803202301544_630621098425509";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.214134";"Facebook:/<post-id>/comments";"😂😅😁";"2022-09-28T19:28:42+0000";"0";"0"
"2";"187";"15";"1143803202301544_630621098425509";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.214134";"Facebook:/<post-id>/comments";"Accurate asf😂";"2022-09-28T21:14:53+0000";"0";"0"
"2";"188";"15";"1143803202301544_630621098425509";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.214134";"Facebook:/<post-id>/comments";"Meanwhile in Australia, our second largest Telco, Optus, is hacked big-time possibly by a 12 year-old.";"2022-09-29T03:48:41+0000";"0";"0"
"2";"189";"15";"1143803202301544_630621098425509";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.214134";"Facebook:/<post-id>/comments";"Over acting and eyebrow pencilling at its best 😂";"2022-09-29T08:52:24+0000";"0";"0"
"2";"190";"15";"1143803202301544_630621098425509";"offcut";"";"fetched (200)";"2022-09-29 15:28:58.214134";"Facebook:/<post-id>/comments";"";"";"";""
"2";"191";"16";"1143803202301544_630589261762026";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.716957";"Facebook:/<post-id>/comments";"Marina Cherfaoui";"2022-09-28T18:05:10+0000";"0";"0"
"2";"192";"16";"1143803202301544_630589261762026";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.716957";"Facebook:/<post-id>/comments";"The Queen was loved world wide";"2022-09-29T03:18:17+0000";"0";"0"
"2";"193";"16";"1143803202301544_630589261762026";"data";"data.*";"fetched (200)";"2022-09-29 15:28:58.716957";"Facebook:/<post-id>/comments";"All for nothing. The money for those flowers could've been ust to fill lunchboxes of British children😡";"2022-09-29T10:55:13+0000";"0";"0"
"2";"194";"16";"1143803202301544_630589261762026";"offcut";"";"fetched (200)";"2022-09-29 15:28:58.716957";"Facebook:/<post-id>/comments";"";"";"";""
"2";"195";"17";"1143803202301544_630588735095412";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.006972";"Facebook:/<post-id>/comments";"Lyna Benni";"2022-09-28T14:01:28+0000";"0";"1"
"2";"196";"17";"1143803202301544_630588735095412";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.006972";"Facebook:/<post-id>/comments";"Love the song";"2022-09-28T14:13:45+0000";"0";"0"
"2";"197";"17";"1143803202301544_630588735095412";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.006972";"Facebook:/<post-id>/comments";"Kylee Kaminsky";"2022-09-28T14:46:18+0000";"1";"0"
"2";"198";"17";"1143803202301544_630588735095412";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.006972";"Facebook:/<post-id>/comments";"Felicity Heavyside!!";"2022-09-28T14:47:27+0000";"0";"0"
"2";"199";"17";"1143803202301544_630588735095412";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.006972";"Facebook:/<post-id>/comments";"Ivonne Reyes Arenas 🥹💕💕✨";"2022-09-28T14:48:08+0000";"0";"0"
"2";"200";"17";"1143803202301544_630588735095412";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.006972";"Facebook:/<post-id>/comments";"Well he can go back to the UK thanks.";"2022-09-28T14:56:46+0000";"0";"0"
"2";"201";"17";"1143803202301544_630588735095412";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.006972";"Facebook:/<post-id>/comments";"What a waste";"2022-09-28T15:02:25+0000";"0";"0"
"2";"202";"17";"1143803202301544_630588735095412";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.006972";"Facebook:/<post-id>/comments";"Beth Parry";"2022-09-28T15:48:10+0000";"0";"0"
"2";"203";"17";"1143803202301544_630588735095412";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.006972";"Facebook:/<post-id>/comments";"Dats my boy! Well done to Harry.";"2022-09-28T19:32:56+0000";"0";"0"
"2";"204";"17";"1143803202301544_630588735095412";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.006972";"Facebook:/<post-id>/comments";"It is a good song but does it deserve all of this? Harry is a great artist but I feel like everybody focus on his looks more than on his songs. Would it be the same if it was not Harry's song?";"2022-09-28T20:25:12+0000";"0";"0"
"2";"205";"17";"1143803202301544_630588735095412";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.006972";"Facebook:/<post-id>/comments";"Samantha Goovan";"2022-09-28T21:32:10+0000";"1";"1"
"2";"206";"17";"1143803202301544_630588735095412";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.006972";"Facebook:/<post-id>/comments";"Katherine Fitzgerald 😍";"2022-09-29T00:37:10+0000";"0";"0"
"2";"207";"17";"1143803202301544_630588735095412";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.006972";"Facebook:/<post-id>/comments";"I love this song";"2022-09-29T00:49:45+0000";"0";"0"
"2";"208";"17";"1143803202301544_630588735095412";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.006972";"Facebook:/<post-id>/comments";"Heather Goovan Ollie is onto something";"2022-09-29T01:56:08+0000";"1";"0"
"2";"209";"17";"1143803202301544_630588735095412";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.006972";"Facebook:/<post-id>/comments";"Awful singer";"2022-09-29T07:24:40+0000";"0";"0"
"2";"210";"17";"1143803202301544_630588735095412";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.006972";"Facebook:/<post-id>/comments";"I am surprised   Listened to it yesterday and it was not great and lyrics worse.  Each to their own taste I guess.";"2022-09-29T09:02:26+0000";"0";"0"
"2";"211";"17";"1143803202301544_630588735095412";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.006972";"Facebook:/<post-id>/comments";"Victoria Zakelj Maree Anne";"2022-09-29T10:46:26+0000";"0";"1"
"2";"212";"17";"1143803202301544_630588735095412";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.006972";"Facebook:/<post-id>/comments";"Kaylene Zakelj he’s the best";"2022-09-29T10:48:59+0000";"0";"0"
"2";"213";"17";"1143803202301544_630588735095412";"offcut";"";"fetched (200)";"2022-09-29 15:28:59.006972";"Facebook:/<post-id>/comments";"";"";"";""
"2";"214";"18";"1143803202301544_630018605152425";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"Beautiful";"2022-09-28T13:16:55+0000";"0";"0"
"2";"215";"18";"1143803202301544_630018605152425";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"Fascinating! Thank you, Sir David!! You and the beauty of our world 🌎 which you bring to us, never cease to amaze!!❤";"2022-09-28T13:32:13+0000";"2";"0"
"2";"216";"18";"1143803202301544_630018605152425";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"its beutiful💚";"2022-09-28T13:32:43+0000";"0";"0"
"2";"217";"18";"1143803202301544_630018605152425";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"Love this ❤️";"2022-09-28T13:35:49+0000";"0";"0"
